,FID,UniqueID,Country,USA_AEZ,Image,Month,Year,jd,long,lat,Crop,Stage,global_aez,State,Information
0,0,1466,USA,7,EO1H0440332012234110KD_SGS_01,8,2012,234,-121.663419,38.534516,corn,Critical,9,California,UniqueID: 1466 | USA AEZ: 7 | Month: 8 | Year: 2012 | jd: 234 | Longitude: -121.663419 | Latitude: 38.534516 | Crop: corn | Crop Stage: Critical | Global AEZ: 9
2948,2948,7593,USA,2,EO1H0380372012139110K2_SGS_01,5,2012,139,-114.1837835,32.68619776,cotton,Early_Mid,9,Arizona,UniqueID: 7593 | USA AEZ: 2 | Month: 5 | Year: 2012 | jd: 139 | Longitude: -114.1837835 | Latitude: 32.68619776 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2949,2949,7601,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.2385006,32.67543356,cotton,Early_Mid,9,Arizona,UniqueID: 7601 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.2385006 | Latitude: 32.67543356 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2950,2950,7619,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.2168283,32.66445129,cotton,Early_Mid,9,Arizona,UniqueID: 7619 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.2168283 | Latitude: 32.66445129 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2951,2951,7620,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1738272,32.67257975,cotton,Early_Mid,9,Arizona,UniqueID: 7620 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1738272 | Latitude: 32.67257975 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2952,2952,7621,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1702652,32.67644502,cotton,Early_Mid,9,Arizona,UniqueID: 7621 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1702652 | Latitude: 32.67644502 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2953,2953,7624,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1808224,32.68081583,cotton,Early_Mid,9,Arizona,UniqueID: 7624 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1808224 | Latitude: 32.68081583 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2954,2954,7625,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1777754,32.68482522,cotton,Early_Mid,9,Arizona,UniqueID: 7625 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1777754 | Latitude: 32.68482522 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2955,2955,7626,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1866159,32.6895568,cotton,Early_Mid,9,Arizona,UniqueID: 7626 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1866159 | Latitude: 32.6895568 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2956,2956,7627,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1890192,32.68731746,cotton,Early_Mid,9,Arizona,UniqueID: 7627 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1890192 | Latitude: 32.68731746 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2957,2957,7628,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1837835,32.68619776,cotton,Early_Mid,9,Arizona,UniqueID: 7628 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1837835 | Latitude: 32.68619776 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2958,2958,7629,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1704369,32.69035139,cotton,Early_Mid,9,Arizona,UniqueID: 7629 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1704369 | Latitude: 32.69035139 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2959,2959,7630,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1661024,32.6977552,cotton,Early_Mid,9,Arizona,UniqueID: 7630 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1661024 | Latitude: 32.6977552 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2960,2960,7631,USA,2,EO1H0380372012160110K2_SGS_01,6,2012,160,-114.1662741,32.69490209,cotton,Early_Mid,9,Arizona,UniqueID: 7631 | USA AEZ: 2 | Month: 6 | Year: 2012 | jd: 160 | Longitude: -114.1662741 | Latitude: 32.69490209 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 9
2961,2961,7675,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-96.99906,37.29827,cotton,Early_Mid,10,Kansas,UniqueID: 7675 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -96.99906 | Latitude: 37.29827 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2962,2962,7678,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.04382,37.22064,cotton,Early_Mid,10,Kansas,UniqueID: 7678 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.04382 | Latitude: 37.22064 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2963,2963,7679,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.04284,37.21444,soybean,Early_Mid,10,Kansas,UniqueID: 7679 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.04284 | Latitude: 37.21444 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2964,2964,7680,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.02919,37.21455,soybean,Early_Mid,10,Kansas,UniqueID: 7680 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.02919 | Latitude: 37.21455 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2965,2965,7681,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.02713,37.21059,soybean,Early_Mid,10,Kansas,UniqueID: 7681 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.02713 | Latitude: 37.21059 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2966,2966,7682,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.06369,37.14161,cotton,Early_Mid,10,Kansas,UniqueID: 7682 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.06369 | Latitude: 37.14161 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2967,2967,7683,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.11399,36.98023,cotton,Early_Mid,10,Oklahoma,UniqueID: 7683 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.11399 | Latitude: 36.98023 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2968,2968,7685,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.12275,36.96849,winter_wheat,Critical,10,Oklahoma,UniqueID: 7685 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.12275 | Latitude: 36.96849 | Crop: winter_wheat | Crop Stage: Critical | Global AEZ: 10
2969,2969,7686,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.11588,36.9663,soybean,Early_Mid,10,Oklahoma,UniqueID: 7686 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.11588 | Latitude: 36.9663 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2970,2970,7688,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.10867,36.94627,cotton,Early_Mid,10,Oklahoma,UniqueID: 7688 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.10867 | Latitude: 36.94627 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2971,2971,7691,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.08961,36.91594,soybean,Early_Mid,10,Oklahoma,UniqueID: 7691 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.08961 | Latitude: 36.91594 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2972,2972,7692,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.06902,36.90235,soybean,Early_Mid,10,Oklahoma,UniqueID: 7692 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.06902 | Latitude: 36.90235 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2973,2973,7693,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.11571,36.88006,cotton,Early_Mid,10,Oklahoma,UniqueID: 7693 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.11571 | Latitude: 36.88006 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2974,2974,7694,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.11124,36.85863,cotton,Early_Mid,10,Oklahoma,UniqueID: 7694 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.11124 | Latitude: 36.85863 | Crop: cotton | Crop Stage: Early_Mid | Global AEZ: 10
2975,2975,7695,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.10764,36.84289,soybean,Early_Mid,10,Oklahoma,UniqueID: 7695 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.10764 | Latitude: 36.84289 | Crop: soybean | Crop Stage: Early_Mid | Global AEZ: 10
2976,2976,7696,USA,9,EO1H0280342010152110K7_PF2_01,6,2010,152,-97.13579,36.8444,winter_wheat,Critical,10,Oklahoma,UniqueID: 7696 | USA AEZ: 9 | Month: 6 | Year: 2010 | jd: 152 | Longitude: -97.13579 | Latitude: 36.8444 | Crop: winter_wheat | Crop Stage: Critical | Global AEZ: 10
2977,2977,7701,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.04382,37.22064,cotton,Critical,10,Kansas,UniqueID: 7701 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.04382 | Latitude: 37.22064 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2978,2978,7702,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.04284,37.21444,soybean,Late,10,Kansas,UniqueID: 7702 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.04284 | Latitude: 37.21444 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2979,2979,7703,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.02919,37.21455,soybean,Late,10,Kansas,UniqueID: 7703 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.02919 | Latitude: 37.21455 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2980,2980,7704,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.02713,37.21059,soybean,Late,10,Kansas,UniqueID: 7704 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.02713 | Latitude: 37.21059 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2981,2981,7705,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.06369,37.14161,cotton,Critical,10,Kansas,UniqueID: 7705 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.06369 | Latitude: 37.14161 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2982,2982,7706,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.11399,36.98023,cotton,Critical,10,Oklahoma,UniqueID: 7706 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.11399 | Latitude: 36.98023 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2983,2983,7709,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.11588,36.9663,soybean,Late,10,Oklahoma,UniqueID: 7709 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.11588 | Latitude: 36.9663 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2984,2984,7711,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.10867,36.94627,cotton,Critical,10,Oklahoma,UniqueID: 7711 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.10867 | Latitude: 36.94627 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2985,2985,7714,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.08961,36.91594,soybean,Late,10,Oklahoma,UniqueID: 7714 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.08961 | Latitude: 36.91594 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2986,2986,7715,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.06902,36.90235,soybean,Late,10,Oklahoma,UniqueID: 7715 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.06902 | Latitude: 36.90235 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2987,2987,7716,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.11571,36.88006,cotton,Critical,10,Oklahoma,UniqueID: 7716 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.11571 | Latitude: 36.88006 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2988,2988,7717,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.11124,36.85863,cotton,Critical,10,Oklahoma,UniqueID: 7717 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.11124 | Latitude: 36.85863 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2989,2989,7718,USA,9,EO1H0280342010245110P3_SGS_01,9,2010,245,-97.10764,36.84289,soybean,Late,10,Oklahoma,UniqueID: 7718 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 245 | Longitude: -97.10764 | Latitude: 36.84289 | Crop: soybean | Crop Stage: Late | Global AEZ: 10
2990,2990,7724,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.04382,37.22064,cotton,Critical,10,Kansas,UniqueID: 7724 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.04382 | Latitude: 37.22064 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2991,2991,7725,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.04284,37.21444,soybean,Critical,10,Kansas,UniqueID: 7725 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.04284 | Latitude: 37.21444 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
2992,2992,7726,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.02919,37.21455,soybean,Critical,10,Kansas,UniqueID: 7726 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.02919 | Latitude: 37.21455 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
2993,2993,7727,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.02713,37.21059,soybean,Critical,10,Kansas,UniqueID: 7727 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.02713 | Latitude: 37.21059 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
2994,2994,7728,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.06369,37.14161,cotton,Critical,10,Kansas,UniqueID: 7728 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.06369 | Latitude: 37.14161 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2995,2995,7729,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.11399,36.98023,cotton,Critical,10,Oklahoma,UniqueID: 7729 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.11399 | Latitude: 36.98023 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2996,2996,7732,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.11588,36.9663,soybean,Critical,10,Oklahoma,UniqueID: 7732 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.11588 | Latitude: 36.9663 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
2997,2997,7734,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.10867,36.94627,cotton,Critical,10,Oklahoma,UniqueID: 7734 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.10867 | Latitude: 36.94627 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
2998,2998,7737,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.08961,36.91594,soybean,Critical,10,Oklahoma,UniqueID: 7737 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.08961 | Latitude: 36.91594 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
2999,2999,7739,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.11571,36.88006,cotton,Critical,10,Oklahoma,UniqueID: 7739 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.11571 | Latitude: 36.88006 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3000,3000,7740,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.11124,36.85863,cotton,Critical,10,Oklahoma,UniqueID: 7740 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.11124 | Latitude: 36.85863 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3001,3001,7741,USA,9,EO1H0280342010258110P3_SGS_01,9,2010,258,-97.10764,36.84289,soybean,Critical,10,Oklahoma,UniqueID: 7741 | USA AEZ: 9 | Month: 9 | Year: 2010 | jd: 258 | Longitude: -97.10764 | Latitude: 36.84289 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
3002,3002,7748,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.04284,37.21444,cotton,Emerge_VEarly,10,Kansas,UniqueID: 7748 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.04284 | Latitude: 37.21444 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3003,3003,7751,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.06369,37.14161,soybean,Emerge_VEarly,10,Kansas,UniqueID: 7751 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.06369 | Latitude: 37.14161 | Crop: soybean | Crop Stage: Emerge_VEarly | Global AEZ: 10
3004,3004,7755,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.11588,36.9663,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7755 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.11588 | Latitude: 36.9663 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3005,3005,7756,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.09682,36.95121,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7756 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.09682 | Latitude: 36.95121 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3006,3006,7757,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.10867,36.94627,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7757 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.10867 | Latitude: 36.94627 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3007,3007,7758,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.11708,36.93817,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7758 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.11708 | Latitude: 36.93817 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3008,3008,7759,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.09854,36.93118,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7759 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.09854 | Latitude: 36.93118 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3009,3009,7760,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.08961,36.91594,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7760 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.08961 | Latitude: 36.91594 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3010,3010,7761,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.06902,36.90235,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7761 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.06902 | Latitude: 36.90235 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3011,3011,7763,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.11124,36.85863,corn,Emerge_VEarly,10,Oklahoma,UniqueID: 7763 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.11124 | Latitude: 36.85863 | Crop: corn | Crop Stage: Emerge_VEarly | Global AEZ: 10
3012,3012,7764,USA,9,EO1H0280342011123110P3_PF1_01,5,2011,123,-97.10764,36.84289,winter_wheat,Late,10,Oklahoma,UniqueID: 7764 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 123 | Longitude: -97.10764 | Latitude: 36.84289 | Crop: winter_wheat | Crop Stage: Late | Global AEZ: 10
3013,3013,7779,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.09682,36.95121,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7779 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.09682 | Latitude: 36.95121 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3014,3014,7780,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.10867,36.94627,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7780 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.10867 | Latitude: 36.94627 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3015,3015,7782,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.09854,36.93118,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7782 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.09854 | Latitude: 36.93118 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3016,3016,7783,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.08961,36.91594,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7783 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.08961 | Latitude: 36.91594 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3017,3017,7784,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.06902,36.90235,cotton,Emerge_VEarly,10,Oklahoma,UniqueID: 7784 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.06902 | Latitude: 36.90235 | Crop: cotton | Crop Stage: Emerge_VEarly | Global AEZ: 10
3018,3018,7787,USA,9,EO1H0280342011149110T6_SGS_01,5,2011,149,-97.10764,36.84289,winter_wheat,Critical,10,Oklahoma,UniqueID: 7787 | USA AEZ: 9 | Month: 5 | Year: 2011 | jd: 149 | Longitude: -97.10764 | Latitude: 36.84289 | Crop: winter_wheat | Crop Stage: Critical | Global AEZ: 10
3019,3019,7790,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-96.99906,37.29827,soybean,Critical,10,Kansas,UniqueID: 7790 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -96.99906 | Latitude: 37.29827 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
3020,3020,7791,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.01048,37.26443,cotton,Critical,10,Kansas,UniqueID: 7791 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.01048 | Latitude: 37.26443 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3021,3021,7793,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.04382,37.22064,soybean,Critical,10,Kansas,UniqueID: 7793 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.04382 | Latitude: 37.22064 | Crop: soybean | Crop Stage: Critical | Global AEZ: 10
3022,3022,7795,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.02919,37.21455,cotton,Critical,10,Kansas,UniqueID: 7795 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.02919 | Latitude: 37.21455 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3023,3023,7796,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.02713,37.21059,cotton,Critical,10,Kansas,UniqueID: 7796 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.02713 | Latitude: 37.21059 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3024,3024,7799,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.1224,36.97535,corn,Mature_Senesc,10,Oklahoma,UniqueID: 7799 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.1224 | Latitude: 36.97535 | Crop: corn | Crop Stage: Mature_Senesc | Global AEZ: 10
3025,3025,7801,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.11588,36.9663,corn,Mature_Senesc,10,Oklahoma,UniqueID: 7801 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.11588 | Latitude: 36.9663 | Crop: corn | Crop Stage: Mature_Senesc | Global AEZ: 10
3026,3026,7802,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.09682,36.95121,cotton,Critical,10,Oklahoma,UniqueID: 7802 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.09682 | Latitude: 36.95121 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3027,3027,7804,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.11708,36.93817,cotton,Critical,10,Oklahoma,UniqueID: 7804 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.11708 | Latitude: 36.93817 | Crop: cotton | Crop Stage: Critical | Global AEZ: 10
3028,3028,7805,USA,9,EO1H0280342012255110P3_SGS_01,9,2012,255,-97.09854,36.93118,corn,Mature_Senesc,10,Oklahoma,UniqueID: 7805 | USA AEZ: 9 | Month: 9 | Year: 2012 | jd: 255 | Longitude: -97.09854 | Latitude: 36.93118 | Crop: corn | Crop Stage: Mature_Senesc | Global AEZ: 10
